Chemical	Batch	17.16_575.4057m/z	16.71_289.1796m/z	11.32_307.1692m/z	14.41_295.1664m/z	13.00_307.1709m/z	11.00_299.2016m/z	17.65_371.2204m/z	10.73_287.2364m/z	15.99_633.4181m/z	16.62_399.2143m/z	10.38_329.2079m/z	11.97_317.2099m/z	10.60_329.2117m/z	14.41_307.2258m/z	14.27_313.2143m/z	14.94_271.1684m/z	9.56_255.2105m/z	11.86_329.2099m/z	11.62_329.2107m/z	12.54_333.1693m/z	14.37_311.1972m/z	16.88_571.4469m/z	10.26_304.2043n	12.86_285.1833m/z	15.05_311.1978m/z	11.57_323.1611m/z	17.77_271.1680m/z	14.04_315.2299m/z	14.16_325.1413m/z	13.89_307.2266m/z	14.66_573.3221m/z	15.55_315.2329m/z	16.05_313.2176m/z	8.55_345.2052m/z	8.55_327.1939m/z	9.71_285.1840m/z	6.52_721.3918m/z	8.90_361.2017m/z	15.33_315.2285m/z	12.81_307.1690m/z	11.89_289.2167m/z	13.97_315.1581m/z	9.74_333.2422m/z	10.43_285.1860m/z	14.64_663.3891m/z	15.80_315.2290m/z	9.05_269.1902m/z	8.50_363.2158m/z	16.25_385.2356m/z	14.47_349.1781m/z	12.63_301.1808m/z	10.90_333.1680m/z	10.90_339.1936m/z	15.23_295.1657m/z	15.99_299.1999m/z	17.03_285.2216m/z	16.46_601.4983m/z	8.55_317.1733m/z	17.24_289.1797m/z	10.93_317.2118m/z	13.28_363.2149m/z	15.05_299.1628m/z	11.32_389.2301m/z	11.87_287.1633m/z	14.93_313.2150m/z	8.40_325.1775m/z	13.70_305.2102m/z	16.05_313.2143m/z	15.60_315.2290m/z	6.65_317.2116m/z	10.09_329.2092m/z	15.72_325.1777m/z	9.44_371.2192m/z	9.64_693.4364m/z	9.84_287.1999m/z	13.64_329.2101m/z	8.41_303.1959m/z	17.38_335.2567m/z	17.01_307.2258m/z	14.09_331.1525m/z	12.85_315.1605m/z	7.74_369.2048m/z	7.68_751.4359m/z	9.57_357.2408m/z	15.41_288.1716n	12.95_337.2144m/z	8.72_344.1995n	10.95_271.2065m/z	16.52_331.2046m/z	12.93_315.2325m/z	15.28_313.2141m/z	12.07_288.2082n	14.16_721.3928m/z	14.04_311.1982m/z	16.72_343.1886m/z	14.64_272.1768n	6.38_385.1989m/z	13.72_271.1680m/z	13.06_316.2399n	15.73_357.2406m/z	12.98_299.1632m/z	10.58_317.2111m/z	11.62_305.2112m/z	6.30_401.1919m/z	12.91_339.2289m/z	6.28_379.2108m/z	9.10_331.2267m/z	7.68_747.4079m/z	13.05_316.2404n	8.38_304.2044n	7.59_304.2043n	9.77_289.1786m/z	9.39_332.2351n	10.85_377.2310m/z	17.36_376.2236n	8.90_320.1989n	10.58_359.2209m/z	10.34_289.2163m/z	8.10_348.2295n	10.93_330.2198n	10.34_449.3141n	9.39_304.2053n	8.16_302.1878n	10.73_332.2353n	7.63_362.2101n	9.04_715.4198m/z	10.48_330.2196n	10.83_286.1938n	14.64_399.1788m/z	9.04_346.2148n
LIN	2	44.78691301	38.52132227	73.72489311	65.54581413	86.03100259	69.73645143	176.5245034	86.12510902	23.67948743	192.0959741	163.6340346	112.9245955	64.95423214	86.02352827	101.0545128	34.31678954	106.8473563	110.1404774	144.198067	14.39844348	86.86014086	154.51835	75.19527724	95.18812382	82.71962671	157.2036304	125.6688931	94.70004271	55.11229371	56.44769887	150.8782502	203.145632	192.2231579	316.6006009	199.9563644	344.1336736	20.53497951	5.774234703	292.0291357	157.7486756	0	80.91897078	193.8137226	184.5442931	225.6629908	127.891083	278.8344393	226.8828516	413.4096435	35.13177109	343.7673258	328.2123877	350.772311	394.2207482	165.2777241	67.40805705	367.723956	159.87742	126.2736097	413.1083287	159.6539682	41.18390961	253.1862913	89.62614158	397.9235581	506.3351393	172.2200075	407.7228397	287.4602165	311.7334492	71.9738409	880.9522955	476.8488451	123.9833141	549.9679979	430.5963866	549.3054621	1028.319328	718.1450233	37.21167496	48.66915174	829.0803654	685.5595865	752.0206617	448.8588464	572.9625184	924.4478046	575.9772907	259.6007952	521.5546842	1287.881454	873.2839859	40.69484097	876.2391724	564.0413049	1831.787241	853.729376	198.3984556	1850.365241	344.6641969	34.88472258	0.018946726	142.4488726	641.5904281	16.72397606	768.7868933	1940.468937	974.224264	2587.574553	3982.884687	3247.820438	3138.693619	4690.277801	152.4243713	2837.461956	2283.198313	50.52401725	3351.885934	6099.867351	4713.524853	11502.42295	174.5901525	8234.239456	8680.193668	18448.41905	18934.74648	32363.09916	32333.11741	113.41598	177988.9348
TOR	2	22.68105991	41.73120423	27.77025331	55.3074219	43.62128629	58.33933348	155.8212315	120.474337	38.2933084	51.24493303	161.976269	66.24990413	137.2477247	112.5707912	176.8826965	34.92023388	155.9003583	124.8993003	176.2076262	17.24015191	61.36791502	51.73896947	73.40741481	192.4335357	33.84664048	19.95943863	131.6753252	179.0340407	30.8915016	24.76504826	264.4291864	99.62734365	76.56035608	361.7522444	195.7690897	382.4893967	47.79746806	7.175201191	130.6926202	287.2385787	27.91816742	52.83076357	376.5260722	234.5598619	394.4627132	106.1257764	457.814242	345.6777613	479.3223411	48.63624732	467.6498725	219.64616	511.8436725	379.0713543	141.1301225	5.06166687	755.048724	709.092725	59.69456051	464.4621003	206.7783992	17.76669789	607.1938238	102.9927024	157.3155105	559.9002232	117.2898002	204.6578658	280.1680289	420.4099792	80.74851498	780.770599	674.4227489	167.4515161	652.7685261	299.6301006	808.7203327	954.6914589	197.5249096	21.41018065	44.81941831	1316.380632	1650.866224	1034.500728	273.2458197	1193.378996	1402.524864	951.4817058	230.365078	1041.944472	376.441962	1544.700238	36.13070479	421.1424288	488.5179882	1602.97386	1755.282876	183.2232662	2731.084928	340.6453448	51.34859235	9.640583064	141.5905624	3817.243448	63.13467788	4247.650274	3902.046679	4858.280832	3661.342033	5307.274447	5279.093935	2785.439005	6056.81441	394.0561928	6539.740235	7700.583049	21.6089582	3958.735775	7941.532504	12373.67494	11475.63373	251.4900657	9481.944108	16102.45592	42017.20186	41431.64544	49288.86704	56007.6211	47.963817	270678.7601
TOR	2	27.16229745	65.13697327	28.9991644	62.18404603	63.43210414	60.67082376	198.596498	165.726545	18.24587838	171.2871811	197.4851618	62.85755174	157.7199178	127.3336227	176.8855663	40.89452199	100.8751708	129.43752	124.1500899	4.733567116	103.3066337	40.73228789	50.81892989	261.4917398	77.45047846	12.16437587	108.851223	238.1565566	37.82226851	43.04588454	166.4923248	103.9957846	109.0458637	276.7061579	96.84255222	328.6088756	34.62090047	5.754639936	149.7659037	85.58713956	5.082922383	63.04379448	364.2727263	250.8210507	213.5192927	115.3001629	466.0834211	266.651977	589.1350074	70.25987975	471.2640222	357.3889299	464.5173976	366.5713352	133.2275317	18.96598182	629.8433325	549.4864757	118.2917807	455.9719247	198.7537863	23.67426485	718.4529532	122.1737687	383.2998381	599.7928242	145.2441296	234.4306865	241.504777	492.4942584	98.41473294	874.0069845	822.489016	153.5684644	726.4567423	332.87091	790.4000535	1098.717727	583.8110566	42.70997592	75.47581769	1393.324297	1478.462173	718.7389738	299.441513	1227.450971	1789.293409	1233.350699	217.6629912	1109.920834	833.8749714	1612.124744	69.82623877	375.6320835	525.5057454	1266.278772	1818.41885	225.6100785	2971.02879	331.4476761	34.16089322	4.176913388	186.5853885	3456.644473	52.86672013	3664.100912	4193.689866	4761.983876	3946.785286	5364.606451	5189.776662	3047.359009	6680.487728	376.4569524	7894.850704	8120.774839	22.41500925	4231.045402	8275.811956	13241.08108	12245.1002	247.5824076	10031.59092	17236.09642	42301.10127	41577.58886	51686.97955	63160.53833	72.8033313	279425.5771
FOR	2	38.51787077	42.93067558	168.9728411	102.9488301	61.7564535	74.53174741	212.3109291	203.0809588	30.62871187	195.9177915	202.894043	135.0017026	138.8883362	105.7367329	188.8483806	31.89648398	238.4447324	263.2308816	128.1661847	17.72394762	80.01123161	31.37751	78.38295149	197.7597853	77.33132912	209.7275	152.3467185	281.7072364	68.29907698	60.07061037	351.5743619	139.823647	225.1816197	355.4027665	250.8401496	373.1187009	8.681512362	20.51954882	280.8815422	284.4493064	34.73098953	48.27388369	169.8425489	340.0444035	491.3992549	119.2582648	522.0851495	555.6311557	575.388848	43.90880214	396.2754329	243.6222818	643.3330063	397.0052971	132.5980016	49.40232771	706.5741281	304.315792	111.4644193	713.2435078	208.9571504	35.82319538	707.2244932	97.10623297	332.8669884	787.7508539	306.187906	474.5746427	406.8500952	814.6252094	240.1098875	873.4289326	955.4969442	331.9699109	844.2907733	531.4326825	1104.615173	1117.247938	568.1824526	25.14198812	58.48673191	1482.001984	824.6320421	1372.237548	379.5104272	646.8043361	1763.513279	1822.436243	221.0002232	626.7627291	753.1789362	1932.976304	151.6675319	790.2770794	486.0023204	1977.463339	2301.631404	209.9174611	2285.054639	387.9007142	110.379577	186.8786604	1182.776403	997.4198765	26.95867238	1123.55996	3736.746125	2925.323617	3192.860917	4563.005924	5776.137277	3146.576891	6077.664015	145.4870859	8041.986688	4995.406827	576.2028072	4247.639661	11509.04963	11533.98348	11952.38029	2470.922673	17565.23206	21547.31878	40813.02446	39984.33771	40972.38127	82542.19117	52.77013272	313328.6693
FOR	2	30.39587413	28.68241599	120.4310681	101.8202995	81.94950928	92.93574473	212.6889374	225.6609491	54.72553503	211.9689452	217.8771612	120.5275656	172.4064348	137.1804523	175.7641142	49.37176122	271.0385745	190.5559033	98.30664035	11.47470715	67.4810412	38.27206769	112.0481453	191.3352579	54.12738473	152.8787241	131.9785687	380.303829	47.3980465	56.3384123	295.3320323	241.2882803	183.2592594	399.6446008	299.1167759	446.5381411	25.82937696	17.31148958	229.6469556	161.5586221	7.517821645	47.49125595	190.4125788	331.5603221	393.1537341	128.7625459	540.410218	538.8919761	406.2530535	64.67566308	362.5963384	282.9369609	587.1267897	466.044244	112.5120113	32.21847519	585.3720492	300.2655435	126.8887718	673.9277865	203.2764532	19.38378182	710.7523902	105.1197044	279.2124764	788.2984553	205.8430344	402.8401707	325.6966279	916.5146558	281.126591	881.5119316	994.5411934	316.3021529	1004.805076	462.1704583	1158.393068	1090.102552	626.6579734	29.25256307	36.40810305	1505.047957	1114.237364	1630.50717	489.7675005	723.9300624	1898.775842	1982.759456	312.1695288	716.8560964	652.6981925	2246.214003	61.06469627	649.914673	564.4731538	1958.047932	2660.412054	250.3873007	2720.626935	395.5220677	67.01695704	224.4828808	1296.794862	914.6169607	114.8924219	1065.346851	4143.864518	3314.63544	3709.100025	4950.509754	5925.960972	3161.78764	6375.302725	132.7898794	6582.57083	5165.774522	645.3746941	4752.97466	12019.82051	12676.30279	12661.22853	2915.821263	19493.74281	24203.40661	42063.87951	45909.83794	45138.56504	91908.44265	123.0299807	338361.9907
FOR	2	24.71974723	25.67608319	133.8670077	146.3519324	117.1673483	95.35369391	200.7442723	209.6827752	40.97585451	181.182678	229.4331796	143.2512356	166.2772288	118.8222545	165.809553	38.47353476	293.4599123	215.0857251	116.7879734	26.48363044	105.9918563	46.92931414	105.3516897	169.6495471	60.31477039	120.9658952	153.7766951	337.24037	64.29377915	58.1296492	304.274929	284.2889404	211.1711746	377.8995119	336.674716	327.7252014	72.21178758	15.46569913	277.8785058	321.0823118	21.39178647	51.82575592	113.3944506	317.7277526	405.4536161	153.0535518	516.2185429	500.4756021	422.4830199	38.79143515	393.574069	213.3994739	589.9387455	407.9419193	149.9424664	29.54038469	570.8897857	333.2243057	113.7845492	620.2628598	226.6764598	20.94954446	710.4718628	120.8391731	321.7326399	758.3700242	240.3541078	450.7030106	391.1444425	868.1999115	483.8034126	884.0721834	1020.073571	252.8642701	919.8627886	511.8098053	1201.663412	1110.450413	574.7315602	42.46267133	47.98278698	1331.384974	1217.88395	1878.040298	527.3123403	898.607266	1968.385098	1957.662178	245.6553574	806.2668029	802.7224281	2260.083896	112.7983312	824.7051622	535.4230101	2043.504943	2594.280968	187.2587865	3316.018349	362.7057136	80.90969449	634.5750213	2426.557238	732.2016307	68.57048056	1058.899629	4152.153386	3541.328276	4348.222251	4868.135712	5560.550812	3024.266207	6069.381682	123.7638417	6823.946158	5294.034472	1769.159783	4902.434457	11346.30685	13418.16159	12277.75097	6985.283032	18264.86904	25850.06596	41965.14495	45977.04214	48412.81268	90984.05229	89.94998164	332151.4388
DMSO 	2	45.48828847	42.80558591	27.76377565	46.24048715	71.92634056	51.8214782	170.4434681	91.02155103	36.76245184	204.7068422	100.2532891	79.32216833	66.14587796	138.7111504	151.9309473	35.50306407	50.34599878	153.2818581	137.424743	5.807362857	89.32559723	280.4640354	69.60063766	225.3268753	56.27856581	16.40822718	148.3461237	191.9858681	41.16964556	49.74003687	153.4408637	100.8805538	87.93277076	300.2265727	174.9102835	275.0472534	13.50463246	6.85746195	183.1536015	230.1113249	1.982138526	46.52876729	186.7401596	196.1772448	224.9954513	179.3801097	348.7287302	306.934464	380.3189592	75.43889877	493.7934487	226.2874428	481.6948792	403.6465267	92.35166719	110.4923625	333.2616195	107.0622707	125.4148689	384.9241262	191.5706784	33.09211913	409.0009524	130.6517317	360.8528148	597.8063621	132.5872788	256.9170576	271.9221986	382.8779157	66.22154359	892.3942687	501.1562092	74.11334947	652.1357932	359.713982	808.0553619	1014.414587	749.9818225	53.99729093	74.29502537	735.9476972	774.7750199	372.4205184	385.1816387	621.2562084	1026.6225	734.7625356	265.197774	585.7447147	674.7652169	1430.251899	47.3357839	378.0612377	593.9951325	1772.152948	1302.917202	184.3908992	1888.800325	341.2398985	50.6100114	0	80.34205637	569.6556615	35.13354492	527.2755439	2101.112872	817.1578429	2440.386559	3961.797482	4286.77857	2878.686415	4357.699159	195.8273467	2343.45306	2276.943459	6.43499096	3478.457256	6319.95513	5989.20228	10646.3959	240.8672566	11142.69695	9875.826542	14680.31792	25974.87726	31540.30938	46299.76453	84.99194733	201274.0264
DMSO 	2	33.25398665	39.19845661	20.01641236	42.61683361	63.1429515	62.94068428	175.98575	97.4323333	24.24189814	233.4218918	153.2040762	56.04103068	71.11221493	115.0391598	146.1571755	31.95916423	59.07967423	75.32134291	50.54872413	13.71562019	26.60972919	101.9944176	73.52996162	222.1528106	51.5984879	11.25805123	129.5834528	169.3758005	44.77011289	59.0019046	152.2139198	79.62165777	47.13913208	334.733428	181.3405966	275.858509	36.53418955	4.030466493	133.9925616	73.24817104	18.11298834	64.15582441	219.4502151	210.1180443	238.7921024	125.5317328	382.3687929	345.0686324	370.857234	62.16596671	590.3630692	305.4767035	415.7053231	419.5417404	110.4640875	50.94056739	227.8228321	96.62561975	115.0236683	399.1862641	194.547858	20.98803982	417.6173362	130.2958884	66.44442098	598.5101331	145.8155584	163.5530524	204.8266292	377.6237975	63.9176678	831.2138613	401.5181954	77.06058574	547.5732383	275.361284	818.7971861	896.8282145	792.6635017	40.12987132	76.22789296	846.2231439	859.2110205	426.3778614	342.7108104	717.223355	1071.133005	730.7477859	227.47403	657.5879649	115.7126936	1318.292038	70.57363945	121.5308089	589.9818285	1748.468682	1414.500744	192.7251373	1793.393081	291.3548907	25.68304616	6.383426717	116.1605815	509.7422585	15.43785731	544.458034	2397.631835	817.355802	2593.956583	4169.329546	4385.294208	2834.128742	4831.955303	123.44956	1298.682288	2265.994406	9.614707864	4051.843662	6179.115095	6912.597777	11775.63269	229.4469964	10651.7139	10741.50293	15391.60505	28390.9238	33740.19746	47958.87353	103.8340636	215038.8715
OCT	3	67.07012614	0	0	0	73.52972818	113.5052469	78.01869394	56.99004584	0	0	12.29833579	0	166.3361561	2.419760963	18.81539585	0	68.15869399	39.67140567	63.80343665	0	19.21512725	0.900128656	10.51084397	0	0	75.04695359	0	0	0	2.012629517	0	31.08322528	15.02960223	69.42235301	75.52474509	163.1923068	14.10180272	0	0	59.6891976	10.3754921	0	317.4206997	285.0599984	288.3814428	9.231261147	0	0	302.7104343	0	164.7522091	278.0794017	29.83262423	0.002566136	0	0	189.9396477	66.2829563	0	64.26051047	22.76740247	0	135.2662432	0	106.980525	15.65323107	0	12.15173224	49.55071906	27.76746236	67.33141275	207.6010329	3.444532922	10.31578079	545.8805242	145.0873861	116.8497718	442.6029068	15.89301229	3.620991295	0	93.89952655	0	0	170.422603	197.6728821	354.2264617	312.0703754	0	1826.690819	149.7919611	495.6213855	0	121.075036	200.6087813	109.379297	0	0	681.7355769	315.8972658	6.147824045	0	0	142.3063066	0	16.87024551	1941.01249	0	3369.564971	1024.745666	611.6520997	3.548085417	1339.760024	7.326905145	0	278.4261775	0	8584.171655	718.0789941	5413.289353	15488.29143	10.86897711	817.9979646	2915.224371	2020.560111	1082.990639	22391.68347	16841.28425	66.48630128	65937.77632
OCT	3	89.84539845	0	0	4.740149918	25.54095351	124.9004635	157.8254702	66.17259848	0	0	12.4527937	0	185.1971743	0	11.54238385	0.033426888	73.4398889	35.75474601	63.58226285	0	0	0	18.56337336	0	0	49.64231451	0	0	0	0	0	24.92691746	1.261323634	68.72407892	72.34139769	195.5946967	10.95285985	0	0	43.12150747	0	3.124287522	474.6610165	280.5881428	256.766385	0	13.45571401	9.719431573	336.4606605	0	13.56533646	302.9556063	42.80718052	0	0	1.594476339	141.591865	39.5738343	0.091353804	62.48904357	0	0	114.4017037	0	45.59307528	0.393965201	0	2.026524897	16.80743466	52.57222938	72.43840409	122.8985012	30.53983872	0	487.7771175	170.9616358	118.5367601	489.7711419	76.81392377	0	0	90.45224615	0	0	40.8306921	212.8843732	343.0987998	340.3042275	0	1804.956519	61.2274455	462.2404777	0	71.90767652	208.3231243	1.729149102	0	0	298.0138579	281.4673183	60.46097997	0	0	70.69363336	157.5961096	29.80785825	2067.60314	0	2943.868854	940.5643671	638.5228608	4.346689255	1355.770263	14.47241157	0	414.1008838	0	9196.852621	588.5538182	6308.055534	14276.64458	17.81670717	744.6259334	3167.295562	2039.926994	1133.82216	23190.66955	18242.14118	0.006854826	71656.8308
OCT	3	71.38576017	0	1.761896328	10.18241462	23.9248371	124.8796094	130.208719	77.30358928	0	0	14.58162843	0	189.4987492	11.02787692	24.88145022	1.02647626	90.45764772	35.19689946	93.38414739	0	3.377063659	0	5.548871248	23.50246407	0	52.50071943	0	0	0	0	0	19.10436095	3.151480245	83.71353754	75.33740111	207.1674234	9.007019489	0	0	23.26378922	0	9.439107142	564.2050074	315.2405682	181.4515653	0	9.812736817	14.77861829	345.1730341	0	6.682314689	289.1943442	81.22699112	0.045374398	0	2.149320912	128.1045591	23.97389241	0.157667162	64.46744305	0.071849205	0	78.67166046	0	143.2146165	8.589995361	0	4.35289293	61.6535447	59.2096133	67.99985113	80.00887329	20.36191082	0	611.5893748	267.0230946	136.3398324	556.762973	66.60250259	8.10240484	0	108.8508522	0	0	0	266.7335749	415.665343	385.3685916	0	2175.187971	303.3297608	426.2802726	0	115.3302493	190.5571055	21.32390777	0	0	253.8456312	275.3082231	86.81629768	0	0	81.31534327	220.4624427	21.02776155	2190.795395	0	3947.508539	1049.361873	705.7574441	10.57102772	1496.467793	17.38249263	0	470.3889449	0	9878.612093	562.2405348	6731.178278	16861.54786	26.98002408	837.449629	3587.875675	2197.157229	1251.198112	25514.1628	19362.98355	15.09207986	76961.60371
OMC	3	63.11560329	0	1.083375449	0	59.36052249	135.629045	42.450841	63.49496835	0	0	8.813264668	0	83.15897442	0	3.71398118	0	70.21150471	27.97570376	22.7632616	0	0	9.02E-05	9.259566466	0	0	40.89886719	0	0	0	1.828927783	0	13.02396387	8.74326798	134.836485	60.24019255	148.7771182	12.57683371	1.977892553	0	24.94073107	0	2.921024867	299.9298699	241.4375836	315.4776201	13.91504843	8.52704502	59.6467327	567.8758286	0	106.9297446	269.7883393	18.87245135	0	0	0.641089849	162.458718	92.751665	0	220.0386204	18.93555289	0	128.9013582	0	32.30719511	7.170395015	0	9.334582864	17.37093274	106.2669178	70.77722029	201.4101749	45.04768717	267.539492	720.9892503	149.433961	257.9065078	438.5952855	97.03253521	0	4.509444447	48.18233842	0	6.168662787	139.6344156	68.39251277	373.9503652	355.0993533	0	699.5992595	81.68912462	567.3147718	0	19.40787249	182.181335	50.25868385	0	0	499.217877	302.0970778	0	0	0	51.79972261	0	659.6884011	1270.87891	0	2721.467645	1630.325117	964.1432721	5.437378812	1922.69295	32.62467028	0	1685.178868	0.017862019	5217.163608	1455.465538	2825.962153	12209.38245	18.61672906	2682.895407	3217.106604	5650.682811	1187.519846	20076.2281	15070.26554	65.90987727	64807.33411
OMC	3	81.29563369	0.07709746	11.01341599	0	79.22695235	130.0361838	69.60489669	19.58919997	0	0	9.026471851	6.336073386	68.68643399	16.21946782	41.16995208	0	93.43246187	28.0900091	0	0	36.91963267	1.873951694	21.33833825	0	3.566566732	110.0985898	0	4.126627668	0	0	0	63.27980829	72.3219699	151.4810594	64.3934406	144.2207202	1.633276513	0	28.74731197	9.787626121	0	1.192835781	148.6872167	209.6304272	216.6037124	17.52020131	0	77.51277737	602.1080491	0	170.9710155	169.4051648	32.58457796	0.276871334	0	0.246149319	143.2186313	302.5675929	1.849478613	190.7569169	18.28950794	0	130.1091878	0	119.9739982	3.987919176	0	141.5796705	79.02469293	137.4538723	61.13935421	212.8937141	7.539133084	178.230374	568.951756	167.1025024	297.8412932	497.4130762	51.83655326	0	2.461749993	75.24790653	0	0	112.6959695	72.23690864	452.2261717	318.0012002	15.9399303	754.9935359	232.8380003	618.6558107	0	283.6340423	208.323495	84.57817885	0	10.5815239	637.7892783	326.5488405	0	0	0	70.66084531	0	107.8638531	1320.237692	0	3272.959376	1749.218016	953.9354456	1.451744001	1824.177901	97.75476092	18.58662507	1611.347393	8.58153267	5495.371222	1454.626319	2661.617933	12237.88851	21.31147864	2614.761824	2501.85312	5552.74859	1247.887908	19543.82131	15747.87227	14.82023222	68678.58619
ATC	3	79.21560493	0	6.468542622	0	18.93261766	116.6868163	109.1687321	108.651367	0	0	0	0.00936499	162.7727787	0	20.8484597	2.956294741	97.11689633	21.24054402	9.247070572	0	0	32.93365611	87.15189218	0	0	38.22636066	0	0	0	0	0	5.976531939	2.663826943	73.73504644	40.91704303	193.4848376	0	0.635587498	0	10.45390677	0	4.998463962	365.5760415	302.6059838	228.2231924	0	12.44893188	29.98997246	308.6505395	2.83599083	0.026564033	264.0378157	81.67340692	0.199777266	0	6.420113968	119.2448415	28.8355363	0	119.4042753	0	0	89.47867537	218.0013259	23.6781683	0.411473343	0	1.068770759	12.79577438	123.8662736	86.03082267	60.04818333	16.53067657	82.40383123	521.9693359	170.5620811	148.1218827	497.5168089	62.49174289	12.91920554	0	92.24867384	0	11.7714882	0	150.9821082	334.4217858	593.2979162	0	1368.318947	65.78865856	658.8154085	0	6.305572766	203.5517119	44.04368693	0	0	299.5650411	213.1668622	67.39267076	0	0	59.9076032	209.1514632	268.3530088	1602.899075	0	4568.199618	891.2346797	786.0452847	11.05620187	819.4974484	181.2615918	0	1014.073252	0	7634.105659	729.0162727	5797.031366	12936.71559	4.389921155	1217.718773	5069.42258	3531.252441	944.7808076	24299.20754	19887.23939	60881.06562	62624.77603
ATC	3	65.30750107	0	2.625983049	0	14.79770611	126.7691222	68.88964139	97.30035116	0	0	0	0	120.8184716	0	13.85831127	1.213462476	0	55.853911	14.89984824	0	0	52.13332601	121.7040077	0	0	32.9488343	0	0	0	0	0	19.83817649	7.827801335	132.6045614	62.55656851	200.428943	0	2.356184525	0	52.95027118	8.085734337	11.12354413	184.5493653	190.3636362	252.2704248	1.469701047	13.44838106	83.92483874	531.2551753	7.938698232	16.48809206	244.4813935	19.84731231	0.03754034	0	0	128.6570327	55.64636409	0.049219184	131.3082163	0	0	115.0466996	148.3274181	49.90054715	1.079353012	0	7.060679428	31.00554664	125.236875	77.5453891	184.2965188	44.48270691	0	146.305997	146.6072442	215.263471	472.3734379	55.86528093	0	0	63.03639472	0	9.045161514	145.8943484	124.9422498	454.4858465	553.2315756	0	1161.879179	116.9621258	762.7223603	0	85.89617096	172.595899	100.1573909	0	0	269.5413872	182.9302012	73.24426042	0	0	42.09091048	166.6903889	231.1923152	1008.787609	0	3679.99571	1332.558105	751.369682	4.125242852	997.7685093	118.8087599	5.716199902	1244.123673	0	7130.8643	990.5834379	5116.874763	13672.36358	18.2827373	1413.086991	4540.072784	3594.536352	1471.426401	25285.61251	18556.54038	54358.35922	76920.13193
LIN	3	69.97679462	0	0	0	66.37820932	132.3296458	46.82920906	76.10220238	0	0	8.455047933	0	75.61667414	1.429105452	8.659455146	0.067024965	81.88113614	12.86103069	20.58052655	0	0	84.23125884	63.36756268	5.766911019	0	56.41455501	0	0	0	0	0	4.745456671	8.615334289	81.43864212	33.29534382	170.2373929	3.557310157	0.402908018	0	19.9539119	0	0	294.9518224	203.2319694	266.4428994	12.51836729	9.177609175	22.17253371	503.3212288	0	165.829181	319.8133834	8.169548513	0	0	0.852436815	191.6566983	7.781854413	0.677098855	244.7487942	26.08044309	0	119.0101026	0	30.62746924	0.842178616	0	16.1852769	5.947687952	118.7728348	126.6100724	185.3776169	10.90036842	300.0384292	765.3784075	124.5465545	156.9327794	438.8398748	61.86692563	3.98441991	0	74.90686875	0	12.22583608	156.800394	76.33021229	353.1039074	456.2900077	0	648.1407278	60.91092164	533.1036193	0	23.70168591	160.7556838	25.90910451	0	0	594.5998742	286.1907183	0	0	0	120.9996545	0	121.2299624	1071.085386	0	3096.598808	1159.296951	886.9217644	14.25561432	1935.746006	60.59155432	0.805312942	464.9728441	0.094806572	5905.556505	932.3523991	3140.459637	11343.85236	15.36376563	1687.605577	3965.412869	2891.243497	883.7389886	20380.53983	13767.18045	75.04236344	57156.68035
LIN	3	84.67466984	0.005266138	1.312498436	0	97.78729541	115.6790414	60.11477168	97.14676158	0	0	8.09179437	0	89.62109993	2.023455316	16.99261672	0	74.07021513	56.2781916	81.19942559	0	0	0	41.27410406	0	0	59.61417237	0	0	0	0	0	8.978588291	15.11278733	62.88705616	19.88567778	133.0082797	0	0	0	63.96769768	23.50107556	6.901027748	282.3667835	267.2034131	334.910567	4.503032811	13.87597234	4.28930274	423.9117874	0	167.3930619	337.4278848	18.71893244	24.30997916	0	0	166.2301481	0	0	276.8189503	21.15669649	0	124.4972764	0	58.0626359	0	0	30.80368003	30.02852679	102.5129965	146.3280658	208.2142847	19.08465964	215.6083864	773.5017178	198.3657863	118.3298872	469.3002794	31.15014718	9.203934386	0	124.8409313	0	0	236.2531191	91.11997798	271.1024829	502.0680836	38.0071684	858.0130162	156.0996926	674.6205953	0	131.8696164	220.2250355	63.81717125	0	0	741.5566001	355.4631347	0	0	0	152.9410607	0	135.6555819	913.4981899	0	4056.366281	869.8986637	929.77899	8.547995262	1835.357708	44.0308108	0	394.6353317	0	5891.427658	704.9584443	3430.070941	10316.96444	11.75133761	1252.286113	4409.684047	3128.479828	610.0923359	22153.56341	15008.0937	77.6054872	45533.71222
